id,name,team,season,position,age,batting_hand,bowling_hand,status,_age,_batting_hand,_bowling_hand,_name
2366,Ishan Kishan,MI,2018,Wicketkeeper Batsman,19y 194d,Left,,1,Age: 19y 194d,Batting: Left hand bat,,Ishan Kishan 
2367,Jason Behrendorff,MI,2018,Bowler,27y 283d,Right,Left arm medium fast,1,Age: 27y 283d,Batting: Right hand bat,Bowling: Left arm medium fast,Jason Behrendorff 
2368,Jasprit Bumrah,MI,2018,Bowler,24y 53d,Right,Right arm fast,1,Age: 24y 53d,Batting: Right hand bat,Bowling: Right arm fast,Jasprit Bumrah 
2369,Jean-Paul Duminy,MI,2018,All-Rounder,33y 289d,Left,Right arm offbreak,1,Age: 33y 289d,Batting: Left hand bat,Bowling: Right arm offbreak,Jean-Paul Duminy 
2370,Kieron Pollard,MI,2018,All-Rounder,30y 261d,Right,Right arm medium,1,Age: 30y 261d,Batting: Right hand bat,Bowling: Right arm medium,Kieron Pollard 
2371,Krunal Pandya,MI,2018,All-Rounder,26y 310d,Left,Slow left arm orthodox,1,Age: 26y 310d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Krunal Pandya 
2372,Mayank Markande,MI,2018,Bowler,20y 78d,Right,Legbreak,1,Age: 20y 78d,Batting: Right hand bat,Bowling: Legbreak,Mayank Markande 
2373,MD Nidheesh,MI,2018,Bowler,26y 268d,Right,Right arm medium,1,Age: 26y 268d,Batting: Right hand bat,Bowling: Right arm medium,MD Nidheesh 
2374,Mitchell McClenaghan,MI,2018,Bowler,31y 231d,Left,Left arm medium fast,1,Age: 31y 231d,Batting: Left hand bat,Bowling: Left arm medium fast,Mitchell McClenaghan 
2375,Mohsin Khan,MI,2018,Bowler,19y 197d,Left,Left arm medium fast,1,Age: 19y 197d,Batting: Left hand bat,Bowling: Left arm medium fast,Mohsin Khan 
2376,Mustafizur Rahman,MI,2018,Bowler,22y 144d,Left,Left arm medium fast,1,Age: 22y 144d,Batting: Left hand bat,Bowling: Left arm medium fast,Mustafizur Rahman 
2377,Pat Cummins,MI,2018,Bowler,24y 265d,Right,Right arm fast,1,Age: 24y 265d,Batting: Right hand bat,Bowling: Right arm fast,Pat Cummins 
2378,Pradeep Sangwan,MI,2018,Bowler,27y 84d,Right,Left arm medium,1,Age: 27y 84d,Batting: Right hand bat,Bowling: Left arm medium,Pradeep Sangwan 
2379,Rahul Chahar,MI,2018,Bowler,18y 177d,Right,Legbreak googly,1,Age: 18y 177d,Batting: Right hand bat,Bowling: Legbreak googly,Rahul Chahar 
2380,Rohit Sharma (c),MI,2018,Batsman,30y 273d,Right,Right arm offbreak,1,Age: 30y 273d,Batting: Right hand bat,Bowling: Right arm offbreak,Rohit Sharma (c)
2381,Saurabh Tiwary,MI,2018,Batsman,28y 29d,Left,,1,Age: 28y 29d,Batting: Left hand bat,,Saurabh Tiwary 
2382,Sharad Lumba,MI,2018,Batsman,28y 140d,Right,Right arm offbreak,1,Age: 28y 140d,Batting: Right hand bat,Bowling: Right arm offbreak,Sharad Lumba 
2383,Siddhesh Lad,MI,2018,Batsman,25y 250d,Right,Right arm offbreak,1,Age: 25y 250d,Batting: Right hand bat,Bowling: Right arm offbreak,Siddhesh Lad 
2384,Suryakumar Yadav,MI,2018,Batsman,27y 136d,Right,Right arm medium/ Right arm offbreak,1,Age: 27y 136d,Batting: Right hand bat,Bowling: Right arm medium/ Right arm offbreak,Suryakumar Yadav 
2385,Tajinder Singh,MI,2018,All-Rounder,25y 248d,Right,Right arm offbreak,1,Age: 25y 248d,Batting: Right hand bat,Bowling: Right arm offbreak,Tajinder Singh 
2386,AB de Villiers,RCB,2018,Wicketkeeper Batsman,33y 345d,Right,Right arm medium,1,Age: 33y 345d,Batting: Right hand bat,Bowling: Right arm medium,AB de Villiers 
2387,Aniket Choudhary,RCB,2018,Bowler,28y 0d,Right,Left arm medium,1,Age: 28y 0d,Batting: Right hand bat,Bowling: Left arm medium,Aniket Choudhary 
2388,Aniruddha Joshi,RCB,2018,Bowler,30y 82d,Right,Right arm offbreak,1,Age: 30y 82d,Batting: Right hand bat,Bowling: Right arm offbreak,Aniruddha Joshi 
2389,Brendon McCullum,RCB,2018,Wicketkeeper Batsman,36y 123d,Right,Right arm medium/ Right arm offbreak,1,Age: 36y 123d,Batting: Right hand bat,Bowling: Right arm medium/ Right arm offbreak,Brendon McCullum 
2390,Chris Woakes,RCB,2018,All-Rounder,28y 332d,Right,Right arm medium fast,1,Age: 28y 332d,Batting: Right hand bat,Bowling: Right arm medium fast,Chris Woakes 
2391,Colin de Grandhomme,RCB,2018,All-Rounder,31y 190d,Right,Right arm medium fast,1,Age: 31y 190d,Batting: Right hand bat,Bowling: Right arm medium fast,Colin de Grandhomme 
2392,Corey Anderson,RCB,2018,All-Rounder,27y 46d,Left,Left arm medium fast,1,Age: 27y 46d,Batting: Left hand bat,Bowling: Left arm medium fast,Corey Anderson 
2393,Kulwant Khejroliya,RCB,2018,Bowler,25y 321d,Left,Left arm medium fast,1,Age: 25y 321d,Batting: Left hand bat,Bowling: Left arm medium fast,Kulwant Khejroliya 
2394,Manan Vohra,RCB,2018,Batsman,24y 194d,Right,Right arm medium,1,Age: 24y 194d,Batting: Right hand bat,Bowling: Right arm medium,Manan Vohra 
2395,Mandeep Singh,RCB,2018,All-Rounder,26y 41d,Right,Right arm medium,1,Age: 26y 41d,Batting: Right hand bat,Bowling: Right arm medium,Mandeep Singh 
2396,Moeen Ali,RCB,2018,All-Rounder,30y 224d,Left,Right arm offbreak,1,Age: 30y 224d,Batting: Left hand bat,Bowling: Right arm offbreak,Moeen Ali 
2397,Mohammed Siraj,RCB,2018,Bowler,23y 321d,Right,Right arm medium fast,1,Age: 23y 321d,Batting: Right hand bat,Bowling: Right arm medium fast,Mohammed Siraj 
2398,Murugan Ashwin,RCB,2018,Bowler,27y 142d,Right,Legbreak googly,1,Age: 27y 142d,Batting: Right hand bat,Bowling: Legbreak googly,Murugan Ashwin 
2399,Nathan Coulter-Nile,RCB,2018,All-Rounder,30y 109d,Right,Right arm fast,1,Age: 30y 109d,Batting: Right hand bat,Bowling: Right arm fast,Nathan Coulter-Nile 
2400,Navdeep Saini,RCB,2018,Bowler,25y 66d,Right,Right arm fast,1,Age: 25y 66d,Batting: Right hand bat,Bowling: Right arm fast,Navdeep Saini 
2401,Parthiv Patel,RCB,2018,Wicketkeeper Batsman,32y 325d,Left,Right arm offbreak,1,Age: 32y 325d,Batting: Left hand bat,Bowling: Right arm offbreak,Parthiv Patel 
2402,Pavan Deshpande,RCB,2018,All-Rounder,28y 134d,Left,Right arm offbreak,1,Age: 28y 134d,Batting: Left hand bat,Bowling: Right arm offbreak,Pavan Deshpande 
2403,Pawan Negi,RCB,2018,Bowler,25y 22d,Left,Slow left arm orthodox,1,Age: 25y 22d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Pawan Negi 
2404,Quinton de Kock,RCB,2018,Wicketkeeper Batsman,25y 42d,Left,,1,Age: 25y 42d,Batting: Left hand bat,,Quinton de Kock 
2405,Sarfaraz Khan,RCB,2018,Batsman,20y 98d,Right,Legbreak,1,Age: 20y 98d,Batting: Right hand bat,Bowling: Legbreak,Sarfaraz Khan 
2406,Tim Southee,RCB,2018,Bowler,29y 48d,Right,Right arm medium fast,1,Age: 29y 48d,Batting: Right hand bat,Bowling: Right arm medium fast,Tim Southee 
2407,Umesh Yadav,RCB,2018,Bowler,30y 95d,Right,Right arm fast,1,Age: 30y 95d,Batting: Right hand bat,Bowling: Right arm fast,Umesh Yadav 
2408,Virat Kohli (c),RCB,2018,Batsman,29y 84d,Right,Right arm medium,1,Age: 29y 84d,Batting: Right hand bat,Bowling: Right arm medium,Virat Kohli (c)
2409,Washington Sundar,RCB,2018,All-Rounder,18y 115d,Left,Right arm offbreak,1,Age: 18y 115d,Batting: Left hand bat,Bowling: Right arm offbreak,Washington Sundar 
2410,Yuzvendra Chahal,RCB,2018,Bowler,27y 189d,Right,Legbreak googly,1,Age: 27y 189d,Batting: Right hand bat,Bowling: Legbreak googly,Yuzvendra Chahal 
2411,Ajinkya Rahane (c),RR,2018,Batsman,29y 236d,Right,Right arm medium,1,Age: 29y 236d,Batting: Right hand bat,Bowling: Right arm medium,Ajinkya Rahane (c)
2412,Ankit Sharma,RR,2018,Bowler,26y 283d,Left,Slow left arm orthodox,1,Age: 26y 283d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Ankit Sharma 
2413,Anureet Singh,RR,2018,Bowler,29y 332d,Right,Right arm medium,1,Age: 29y 332d,Batting: Right hand bat,Bowling: Right arm medium,Anureet Singh 
2414,Aryaman Birla,RR,2018,Batsman,20y 203d,Left,Slow left arm orthodox,1,Age: 20y 203d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Aryaman Birla 
2415,Ben Laughlin,RR,2018,Bowler,35y 117d,Right,Right arm medium fast,1,Age: 35y 117d,Batting: Right hand bat,Bowling: Right arm medium fast,Ben Laughlin 
2416,Ben Stokes,RR,2018,All-Rounder,26y 238d,Left,Right arm medium fast,1,Age: 26y 238d,Batting: Left hand bat,Bowling: Right arm medium fast,Ben Stokes 
2417,D Arcy Short,RR,2018,Batsman,27y 172d,Left,Left arm wrist spin,1,Age: 27y 172d,Batting: Left hand bat,Bowling: Left arm wrist spin,D'Arcy Short 
2418,Dhawal Kulkarni,RR,2018,Bowler,29y 49d,Right,Right arm medium,1,Age: 29y 49d,Batting: Right hand bat,Bowling: Right arm medium,Dhawal Kulkarni 
2419,Dushmantha Chameera,RR,2018,Bowler,26y 17d,Right,Right arm fast,1,Age: 26y 17d,Batting: Right hand bat,Bowling: Right arm fast,Dushmantha Chameera 
2420,Heinrich Klaasen,RR,2018,Wicketkeeper Batsman,26y 182d,Right,Right arm offbreak,1,Age: 26y 182d,Batting: Right hand bat,Bowling: Right arm offbreak,Heinrich Klaasen 
2421,Ish Sodhi,RR,2018,Bowler,25y 89d,Right,Legbreak,1,Age: 25y 89d,Batting: Right hand bat,Bowling: Legbreak,Ish Sodhi 
2422,Jatin Saxena,RR,2018,Batsman,35y 177d,Right,Legbreak,1,Age: 35y 177d,Batting: Right hand bat,Bowling: Legbreak,Jatin Saxena 
2423,Jaydev Unadkat,RR,2018,Bowler,26y 102d,Right,Left arm medium,1,Age: 26y 102d,Batting: Right hand bat,Bowling: Left arm medium,Jaydev Unadkat 
2424,Jofra Archer,RR,2018,Bowler,22y 302d,Right,Right arm fast,1,Age: 22y 302d,Batting: Right hand bat,Bowling: Right arm fast,Jofra Archer 
2425,Jos Buttler,RR,2018,Wicketkeeper Batsman,27y 142d,Right,,1,Age: 27y 142d,Batting: Right hand bat,,Jos Buttler 
2426,Krishnappa Gowtham,RR,2018,All-Rounder,29y 100d,Right,Right arm offbreak,1,Age: 29y 100d,Batting: Right hand bat,Bowling: Right arm offbreak,Krishnappa Gowtham 
2427,Mahipal Lomror,RR,2018,All-Rounder,18y 73d,Left,Slow left arm orthodox,1,Age: 18y 73d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Mahipal Lomror 
2428,Prashant Chopra,RR,2018,Batsman,25y 113d,Right,Legbreak googly,1,Age: 25y 113d,Batting: Right hand bat,Bowling: Legbreak googly,Prashant Chopra 
2429,Rahul Tripathi,RR,2018,Batsman,26y 332d,Right,Right arm medium,1,Age: 26y 332d,Batting: Right hand bat,Bowling: Right arm medium,Rahul Tripathi 
2430,Sanju Samson,RR,2018,Wicketkeeper Batsman,23y 78d,Right,,1,Age: 23y 78d,Batting: Right hand bat,,Sanju Samson 
2431,Shreyas Gopal,RR,2018,All-Rounder,24y 146d,Right,Legbreak,1,Age: 24y 146d,Batting: Right hand bat,Bowling: Legbreak,Shreyas Gopal 
2432,Steven Smith,RR,2018,Batsman,28y 240d,Right,Legbreak googly,1,Age: 28y 240d,Batting: Right hand bat,Bowling: Legbreak googly,Steven Smith 
2433,Stuart Binny,RR,2018,All-Rounder,33y 239d,Right,Right arm medium,1,Age: 33y 239d,Batting: Right hand bat,Bowling: Right arm medium,Stuart Binny 
2434,Sudhesan Midhun,RR,2018,Bowler,23y 113d,Right,Legbreak googly,1,Age: 23y 113d,Batting: Right hand bat,Bowling: Legbreak googly,Sudhesan Midhun 
2435,Zahir Khan,RR,2018,Bowler,19y 39d,Left,Left arm wrist spin,1,Age: 19y 39d,Batting: Left hand bat,Bowling: Left arm wrist spin,Zahir Khan 
2436,Alex Hales,SRH,2018,Batsman,29y 25d,Right,Right arm medium,1,Age: 29y 25d,Batting: Right hand bat,Bowling: Right arm medium,Alex Hales 
2437,Basil Thampi,SRH,2018,Bowler,24y 139d,Right,Right arm medium fast,1,Age: 24y 139d,Batting: Right hand bat,Bowling: Right arm medium fast,Basil Thampi 
2438,Bhuvneshwar Kumar,SRH,2018,Bowler,27y 357d,Right,Right arm medium,1,Age: 27y 357d,Batting: Right hand bat,Bowling: Right arm medium,Bhuvneshwar Kumar 
2439,Billy Stanlake,SRH,2018,Bowler,23y 85d,Left,Right arm fast,1,Age: 23y 85d,Batting: Left hand bat,Bowling: Right arm fast,Billy Stanlake 
2440,Bipul Sharma,SRH,2018,All-Rounder,34y 122d,Left,Slow left arm orthodox,1,Age: 34y 122d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Bipul Sharma 
2441,Carlos Brathwaite,SRH,2018,All-Rounder,29y 194d,Right,Right arm medium fast,1,Age: 29y 194d,Batting: Right hand bat,Bowling: Right arm medium fast,Carlos Brathwaite 
2442,Chris Jordan,SRH,2018,Bowler,29y 116d,Right,Right arm medium fast,1,Age: 29y 116d,Batting: Right hand bat,Bowling: Right arm medium fast,Chris Jordan 
2443,David Warner,SRH,2018,Batsman,31y 93d,Left,Legbreak,1,Age: 31y 93d,Batting: Left hand bat,Bowling: Legbreak,David Warner 
2444,Deepak Hooda,SRH,2018,All-Rounder,22y 284d,Right,Right arm offbreak,1,Age: 22y 284d,Batting: Right hand bat,Bowling: Right arm offbreak,Deepak Hooda 
2445,Kane Williamson (c),SRH,2018,Batsman,27y 173d,Right,Right arm offbreak,1,Age: 27y 173d,Batting: Right hand bat,Bowling: Right arm offbreak,Kane Williamson (c)
2446,Khaleel Ahmed,SRH,2018,Bowler,20y 54d,Right,Left arm medium,1,Age: 20y 54d,Batting: Right hand bat,Bowling: Left arm medium,Khaleel Ahmed 
2447,Manish Pandey,SRH,2018,Batsman,28y 140d,Right,Right arm medium,1,Age: 28y 140d,Batting: Right hand bat,Bowling: Right arm medium,Manish Pandey 
2448,Mehdi Hasan,SRH,2018,Bowler,27y 359d,Left,Slow left arm orthodox,1,Age: 27y 359d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Mehdi Hassan 
2449,Mohammad Nabi,SRH,2018,All-Rounder,33y 27d,Right,Right arm offbreak,1,Age: 33y 27d,Batting: Right hand bat,Bowling: Right arm offbreak,Mohammad Nabi 
2450,Rashid Khan,SRH,2018,Bowler,19y 130d,Right,Legbreak googly,1,Age: 19y 130d,Batting: Right hand bat,Bowling: Legbreak googly,Rashid Khan 
2451,Ricky Bhui,SRH,2018,Batsman,21y 121d,Right,Legbreak googly,1,Age: 21y 121d,Batting: Right hand bat,Bowling: Legbreak googly,Ricky Bhui 
2452,Sachin Baby,SRH,2018,Batsman,29y 41d,Left,Right arm offbreak,1,Age: 29y 41d,Batting: Left hand bat,Bowling: Right arm offbreak,Sachin Baby 
2453,Sandeep Sharma,SRH,2018,Bowler,24y 255d,Right,Right arm medium,1,Age: 24y 255d,Batting: Right hand bat,Bowling: Right arm medium,Sandeep Sharma 
2454,Shakib Al Hasan,SRH,2018,All-Rounder,30y 310d,Left,Slow left arm orthodox,1,Age: 30y 310d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Shakib Al Hasan 
2455,Shikhar Dhawan,SRH,2018,Batsman,32y 54d,Left,Right arm offbreak,1,Age: 32y 54d,Batting: Left hand bat,Bowling: Right arm offbreak,Shikhar Dhawan 
2456,Shreevats Goswami,SRH,2018,Wicketkeeper Batsman,28y 255d,Left,,1,Age: 28y 255d,Batting: Left hand bat,,Shreevats Goswami 
2457,Siddarth Kaul,SRH,2018,Bowler,27y 254d,Right,Right arm medium,1,Age: 27y 254d,Batting: Right hand bat,Bowling: Right arm medium,Siddarth Kaul 
2458,T Natarajan,SRH,2018,Bowler,26y 246d,Left,Left arm medium,1,Age: 26y 246d,Batting: Left hand bat,Bowling: Left arm medium,T Natarajan 
2459,Tanmay Agarwal,SRH,2018,Batsman,22y 270d,Left,Legbreak googly,1,Age: 22y 270d,Batting: Left hand bat,Bowling: Legbreak googly,Tanmay Agarwal 
2460,Wriddhiman Saha,SRH,2018,Wicketkeeper Batsman,33y 96d,Right,,1,Age: 33y 96d,Batting: Right hand bat,,Wriddhiman Saha 
2461,Yusuf Pathan,SRH,2018,All-Rounder,35y 72d,Right,Right arm offbreak,1,Age: 35y 72d,Batting: Right hand bat,Bowling: Right arm offbreak,Yusuf Pathan 
2462,Ambati Rayudu,CSK,2019,Batsman,33y 58d,Right,Right arm offbreak,1,Age: 33y 58d,Batting: Right hand bat,Bowling: Right arm offbreak,Ambati Rayudu 
2463,Chaitanya Bishnoi,CSK,2019,All-Rounder,24y 87d,Left,Slow left arm orthodox,1,Age: 24y 87d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Chaitanya Bishnoi 
2464,David Willey,CSK,2019,All-Rounder,28y 265d,Left,Left arm medium fast,1,Age: 28y 265d,Batting: Left hand bat,Bowling: Left arm medium fast,David Willey 
2465,Deepak Chahar,CSK,2019,Bowler,26y 105d,Right,Right arm medium,1,Age: 26y 105d,Batting: Right hand bat,Bowling: Right arm medium,Deepak Chahar 
2466,Dhruv Shorey,CSK,2019,Batsman,26y 168d,Right,Right arm offbreak,1,Age: 26y 168d,Batting: Right hand bat,Bowling: Right arm offbreak,Dhruv Shorey 
2467,Dwayne Bravo,CSK,2019,All-Rounder,35y 44d,Right,Right arm medium,1,Age: 35y 44d,Batting: Right hand bat,Bowling: Right arm medium,Dwayne Bravo 
2468,Faf du Plessis,CSK,2019,Batsman,34y 130d,Right,Legbreak,1,Age: 34y 130d,Batting: Right hand bat,Bowling: Legbreak,Faf du Plessis 
2469,Harbhajan Singh,CSK,2019,Bowler,38y 140d,Right,Right arm offbreak,1,Age: 38y 140d,Batting: Right hand bat,Bowling: Right arm offbreak,Harbhajan Singh 
2470,Imran Tahir,CSK,2019,Bowler,39y 238d,Right,Legbreak googly,1,Age: 39y 238d,Batting: Right hand bat,Bowling: Legbreak googly,Imran Tahir 
2471,Karn Sharma,CSK,2019,Bowler,31y 28d,Left,Legbreak googly,1,Age: 31y 28d,Batting: Left hand bat,Bowling: Legbreak googly,Karn Sharma 
2472,Kedar Jadhav,CSK,2019,All-Rounder,33y 239d,Right,Right arm offbreak,1,Age: 33y 239d,Batting: Right hand bat,Bowling: Right arm offbreak,Kedar Jadhav 
2473,KM Asif,CSK,2019,Bowler,25y 119d,Right,Right arm medium,1,Age: 25y 119d,Batting: Right hand bat,Bowling: Right arm medium,KM Asif 
2474,Lungi Ngidi,CSK,2019,Bowler,22y 236d,Right,Right arm medium fast,1,Age: 22y 236d,Batting: Right hand bat,Bowling: Right arm medium fast,Lungi Ngidi 
2475,Mitchell Santner,CSK,2019,All-Rounder,26y 288d,Left,Slow left arm orthodox,1,Age: 26y 288d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Mitchell Santner 
2476,Mohit Sharma,CSK,2019,Bowler,30y 63d,Right,Right arm medium,1,Age: 30y 63d,Batting: Right hand bat,Bowling: Right arm medium,Mohit Sharma 
2477,Monu Kumar,CSK,2019,All-Rounder,24y 15d,Right,Right arm medium,1,Age: 24y 15d,Batting: Right hand bat,Bowling: Right arm medium,Monu Kumar 
2478,MS Dhoni (c),CSK,2019,Wicketkeeper Batsman,37y 136d,Right,Right arm medium,1,Age: 37y 136d,Batting: Right hand bat,Bowling: Right arm medium,MS Dhoni  (c)
2479,Murali Vijay,CSK,2019,Batsman,34y 233d,Right,Right arm offbreak,1,Age: 34y 233d,Batting: Right hand bat,Bowling: Right arm offbreak,Murali Vijay 
2480,Narayan Jagadeesan,CSK,2019,Batsman,22y 331d,Right,,1,Age: 22y 331d,Batting: Right hand bat,,Narayan Jagadeesan 
2481,Ravindra Jadeja,CSK,2019,All-Rounder,29y 349d,Left,Slow left arm orthodox,1,Age: 29y 349d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Ravindra Jadeja 
2482,Ruturaj Gaikwad,CSK,2019,Batsman,21y 293d,Right,Right arm offbreak,1,Age: 21y 293d,Batting: Right hand bat,Bowling: Right arm offbreak,Ruturaj Gaikwad 
2483,Sam Billings,CSK,2019,Wicketkeeper Batsman,27y 158d,Right,,1,Age: 27y 158d,Batting: Right hand bat,,Sam Billings 
2484,Scott Kuggeleijn,CSK,2019,All-Rounder,26y 321d,Right,Right arm medium fast,1,Age: 26y 321d,Batting: Right hand bat,Bowling: Right arm medium fast,Scott Kuggeleijn 
2485,Shane Watson,CSK,2019,All-Rounder,37y 156d,Right,Right arm medium fast,1,Age: 37y 156d,Batting: Right hand bat,Bowling: Right arm medium fast,Shane Watson 
2486,Shardul Thakur,CSK,2019,Bowler,27y 35d,Right,Right arm medium,1,Age: 27y 35d,Batting: Right hand bat,Bowling: Right arm medium,Shardul Thakur 
2487,Suresh Raina,CSK,2019,Batsman,31y 358d,Left,Right arm offbreak,1,Age: 31y 358d,Batting: Left hand bat,Bowling: Right arm offbreak,Suresh Raina 
2488,Amit Mishra,DC,2019,Bowler,35y 361d,Right,Legbreak,1,Age: 35y 361d,Batting: Right hand bat,Bowling: Legbreak,Amit Mishra 
2489,Ankush Bains,DC,2019,Wicketkeeper Batsman,22y 339d,Right,,1,Age: 22y 339d,Batting: Right hand bat,,Ankush Bains 
2490,Avesh Khan,DC,2019,Bowler,21y 342d,Right,Right arm medium fast,1,Age: 21y 342d,Batting: Right hand bat,Bowling: Right arm medium fast,Avesh Khan 
2491,Axar Patel,DC,2019,All-Rounder,24y 304d,Left,Slow left arm orthodox,1,Age: 24y 304d,Batting: Left hand bat,Bowling: Slow left arm orthodox,Axar Patel 
2492,Bandaru Ayyappa,DC,2019,Bowler,26y 24d,Right,Right arm medium,1,Age: 26y 24d,Batting: Right hand bat,Bowling: Right arm medium,Bandaru Ayyappa 
2493,Chris Morris,DC,2019,All-Rounder,31y 204d,Right,Right arm medium fast,1,Age: 31y 204d,Batting: Right hand bat,Bowling: Right arm medium fast,Chris Morris 
2494,Colin Ingram,DC,2019,Batsman,33y 140d,Left,Legbreak,1,Age: 33y 140d,Batting: Left hand bat,Bowling: Legbreak,Colin Ingram 
2495,Colin Munro,DC,2019,Batsman,31y 254d,Left,Right arm medium fast,1,Age: 31y 254d,Batting: Left hand bat,Bowling: Right arm medium fast,Colin Munro 
2496,Hanuma Vihari,DC,2019,All-Rounder,25y 38d,Right,Right arm offbreak,1,Age: 25y 38d,Batting: Right hand bat,Bowling: Right arm offbreak,Hanuma Vihari 
2497,Harshal Patel,DC,2019,Bowler,27y 362d,Right,Right arm medium,1,Age: 27y 362d,Batting: Right hand bat,Bowling: Right arm medium,Harshal Patel 
2498,Ishant Sharma,DC,2019,Bowler,30y 79d,Right,Right arm medium fast,1,Age: 30y 79d,Batting: Right hand bat,Bowling: Right arm medium fast,Ishant Sharma 
2499,Jagadeesha Suchith,DC,2019,Bowler,25y 35d,Left,Slow left arm orthodox,1,,,,
2500,Jalaj Saxena,DC,2019,All-Rounder,31y 340d,Right,Right arm offbreak/ Legbreak googly,1,Age: 31y 340d,Batting: Right hand bat,Bowling: Right arm offbreak/ Legbreak googly,Jalaj Saxena 
2501,Kagiso Rabada,DC,2019,Bowler,23y 179d,Left,Right arm fast,1,Age: 23y 179d,Batting: Left hand bat,Bowling: Right arm fast,Kagiso Rabada 
2502,Keemo Paul,DC,2019,All-Rounder,20y 272d,Right,Right arm medium fast,1,Age: 20y 272d,Batting: Right hand bat,Bowling: Right arm medium fast,Keemo Paul 
2503,Manjot Kalra,DC,2019,Batsman,19y 309d,Left,,1,Age: 19y 309d,Batting: Left hand bat,Bowling: Right arm bowler,Manjot Kalra 
2504,Nathu Singh,DC,2019,Bowler,23y 73d,Right,Right arm medium,1,Age: 23y 73d,Batting: Right hand bat,Bowling: Right arm medium,Nathu Singh 
2505,Prithvi Shaw,DC,2019,Batsman,19y 11d,Right,Right arm offbreak,1,Age: 19y 11d,Batting: Right hand bat,Bowling: Right arm offbreak,Prithvi Shaw 
2506,Rahul Tewatia,DC,2019,Bowler,25y 184d,Left,Legbreak,1,Age: 25y 184d,Batting: Left hand bat,Bowling: Legbreak,Rahul Tewatia 
2507,Rishabh Pant,DC,2019,Wicketkeeper Batsman,21y 47d,Left,,1,Age: 21y 47d,Batting: Left hand bat,,Rishabh Pant 
2508,Sandeep Lamichhane,DC,2019,Bowler,18y 110d,Right,Legbreak googly,1,Age: 18y 110d,Batting: Right hand bat,Bowling: Legbreak googly,Sandeep Lamichhane 
2509,Sherfane Rutherford,DC,2019,Batsman,20y 97d,Left,Right arm medium fast,1,Age: 20y 97d,Batting: Left hand bat,Bowling: Right arm medium fast,Sherfane Rutherford 
2510,Shikhar Dhawan,DC,2019,Batsman,32y 350d,Left,Right arm offbreak,1,Age: 32y 350d,Batting: Left hand bat,Bowling: Right arm offbreak,Shikhar Dhawan 
2511,Shreyas Iyer (c),DC,2019,Batsman,23y 349d,Right,Legbreak googly,1,Age: 23y 349d,Batting: Right hand bat,Bowling: Legbreak googly,Shreyas Iyer (c)
2512,Trent Boult,DC,2019,Bowler,29y 121d,Right,Left arm medium fast,1,Age: 29y 121d,Batting: Right hand bat,Bowling: Left arm medium fast,Trent Boult 
2513,Andre Russell,KKR,2019,All-Rounder,30y 187d,Right,Right arm fast,1,Age: 30y 187d,Batting: Right hand bat,Bowling: Right arm fast,Andre Russell 
2514,Anrich Nortje,KKR,2019,Bowler,24y 351d,Right,Right arm fast,1,Age: 24y 351d,Batting: Right hand bat,Bowling: Right arm fast,Anrich Nortje 
2515,Carlos Brathwaite,KKR,2019,All-Rounder,30y 107d,Right,Right arm medium fast,1,Age: 30y 107d,Batting: Right hand bat,Bowling: Right arm medium fast,Carlos Brathwaite 
2516,Chris Lynn,KKR,2019,Batsman,28y 206d,Right,Slow left arm orthodox,1,Age: 28y 206d,Batting: Right hand bat,Bowling: Slow left arm orthodox,Chris Lynn 
2517,Dinesh Karthik (c),KKR,2019,Wicketkeeper Batsman,33y 154d,Right,Right arm offbreak,1,Age: 33y 154d,Batting: Right hand bat,Bowling: Right arm offbreak,Dinesh Karthik  (c)
2518,Harry Gurney,KKR,2019,Bowler,32y 8d,Right,Left arm medium fast,1,Age: 32y 8d,Batting: Right hand bat,Bowling: Left arm medium fast,Harry Gurney 
2519,Joe Denly,KKR,2019,Batsman,32y 231d,Right,Legbreak,1,Age: 32y 231d,Batting: Right hand bat,Bowling: Legbreak,Joe Denly 
2520,Kamlesh Nagarkoti,KKR,2019,Bowler,18y 309d,Right,Right arm fast,1,Age: 18y 309d,Batting: Right hand bat,Bowling: Right arm fast,Kamlesh Nagarkoti 
2521,KC Cariappa,KKR,2019,Bowler,24y 203d,Right,Legbreak,1,Age: 24y 203d,Batting: Right hand bat,Bowling: Legbreak,KC Cariappa 
2522,Kuldeep Yadav,KKR,2019,Bowler,23y 323d,Left,Left arm wrist spin,1,Age: 23y 323d,Batting: Left hand bat,Bowling: Left arm wrist spin,Kuldeep Yadav 
2523,Lockie Ferguson,KKR,2019,Bowler,27y 142d,Right,Right arm fast,1,Age: 27y 142d,Batting: Right hand bat,Bowling: Right arm fast,Lockie Ferguson 
2524,Matthew Kelly,KKR,2019,Bowler,24y 84d,Right,Right arm medium fast,1,,,,
